date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
2012-10-10 07:00:00,None,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,6793
2012-10-10 08:00:00,None,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,6283
2012-10-10 09:00:00,None,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,5680
2012-10-14 09:00:00,None,282.43,0.0,0.0,57,Mist,mist,2685
2012-10-14 09:00:00,None,282.43,0.0,0.0,57,Haze,haze,2685
2012-10-14 10:00:00,None,282.33,0.0,0.0,57,Mist,mist,3370
2012-10-14 11:00:00,None,282.82,0.0,0.0,57,Mist,mist,3662
2012-10-14 12:00:00,None,283.33,0.0,0.0,57,Rain,light rain,4076
2012-10-14 12:00:00,None,283.33,0.0,0.0,57,Drizzle,light intensity drizzle,4076
2012-10-14 13:00:00,None,283.75,0.0,0.0,93,Mist,mist,4128
2012-10-14 13:00:00,None,283.75,0.0,0.0,93,Drizzle,light intensity drizzle,4128
2012-10-14 14:00:00,None,284.09,0.0,0.0,93,Rain,light rain,4358
2012-10-14 14:00:00,None,284.09,0.0,0.0,93,Drizzle,light intensity drizzle,4358
2012-10-14 15:00:00,None,284.55,0.0,0.0,93,Rain,light rain,4342
2012-10-14 17:00:00,None,284.64,0.0,0.0,93,Mist,mist,4271
2012-10-14 23:00:00,None,281.95,0.0,0.0,93,Fog,fog,1002
2012-10-15 00:00:00,None,281.61,0.0,0.0,93,Fog,fog,542
2012-10-15 03:00:00,None,281.29,0.0,0.0,85,Fog,fog,335
2012-10-15 04:00:00,None,281.02,0.0,0.0,85,Fog,fog,810
2012-10-15 05:00:00,None,280.82,0.0,0.0,85,Fog,fog,2606
2012-10-17 09:00:00,None,285.72,0.0,0.0,100,Rain,light rain,5403
2012-10-19 02:00:00,None,280.44,0.0,0.0,87,Mist,mist,353
2012-10-19 04:00:00,None,279.79,0.0,0.0,87,Mist,mist,720
2012-10-19 04:00:00,None,279.79,0.0,0.0,87,Rain,light rain,720
2012-10-19 04:00:00,None,279.79,0.0,0.0,87,Drizzle,drizzle,720
2012-10-19 05:00:00,None,279.74,0.0,0.0,87,Rain,light rain,2370
2012-10-19 06:00:00,None,279.65,0.0,0.0,87,Mist,mist,5162
2012-10-19 06:00:00,None,279.65,0.0,0.0,87,Rain,light rain,5162
2012-10-19 07:00:00,None,279.45,0.0,0.0,91,Rain,moderate rain,5777
2012-10-19 08:00:00,None,279.22,0.0,0.0,91,Mist,mist,5235
2012-10-19 08:00:00,None,279.22,0.0,0.0,91,Rain,light rain,5235
2012-10-19 09:00:00,None,279.35,0.0,0.0,91,Mist,mist,4606
2012-10-19 15:00:00,None,281.94,0.0,0.0,92,Drizzle,light intensity drizzle,5849
2012-10-19 22:00:00,None,280.43,0.0,0.0,92,Drizzle,light intensity drizzle,3077
2012-10-19 23:00:00,None,280.1,0.0,0.0,92,Rain,light rain,2051
2012-10-19 23:00:00,None,280.1,0.0,0.0,92,Drizzle,light intensity drizzle,2051
2012-10-20 00:00:00,None,280.06,0.0,0.0,92,Rain,moderate rain,1270
2012-10-20 01:00:00,None,280.28,0.0,0.0,96,Rain,light rain,773
2012-10-20 03:00:00,None,280.62,0.0,0.0,96,Mist,mist,432
2012-10-20 04:00:00,None,280.91,0.0,0.0,96,Drizzle,drizzle,401
2012-10-20 04:00:00,None,280.91,0.0,0.0,96,Rain,light rain,401
2012-10-20 05:00:00,None,280.96,0.0,0.0,96,Mist,mist,759
2012-10-20 05:00:00,None,280.96,0.0,0.0,96,Drizzle,drizzle,759
2012-10-20 06:00:00,None,281.13,0.0,0.0,96,Mist,mist,1313
2012-10-20 06:00:00,None,281.13,0.0,0.0,96,Drizzle,light intensity drizzle,1313
2012-10-20 07:00:00,None,281.28,0.0,0.0,100,Mist,mist,1824
2012-10-20 07:00:00,None,281.28,0.0,0.0,100,Drizzle,drizzle,1824
2012-10-20 08:00:00,None,281.19,0.0,0.0,100,Mist,mist,2787
2012-10-20 08:00:00,None,281.19,0.0,0.0,100,Drizzle,drizzle,2787
2012-10-20 09:00:00,None,281.7,0.0,0.0,100,Drizzle,drizzle,3713
2012-10-20 09:00:00,None,281.7,0.0,0.0,100,Mist,mist,3713
2012-10-20 09:00:00,None,281.7,0.0,0.0,100,Drizzle,light intensity drizzle,3713
2012-10-20 10:00:00,None,282.02,0.0,0.0,100,Drizzle,drizzle,3815
2012-10-20 10:00:00,None,282.02,0.0,0.0,100,Mist,mist,3815
2012-10-20 10:00:00,None,282.02,0.0,0.0,100,Rain,moderate rain,3815
2012-10-20 11:00:00,None,282.35,0.0,0.0,100,Mist,mist,4339
2012-10-20 11:00:00,None,282.35,0.0,0.0,100,Drizzle,drizzle,4339
2012-10-20 12:00:00,None,282.71,0.0,0.0,100,Mist,mist,4613
2012-10-20 12:00:00,None,282.71,0.0,0.0,100,Rain,light rain,4613
2012-10-20 12:00:00,None,282.71,0.0,0.0,100,Rain,moderate rain,4613
2012-10-21 08:00:00,None,275.93,0.0,0.0,60,Mist,mist,1928
2012-10-24 00:00:00,None,285.37,0.0,0.0,99,Mist,mist,580
2012-10-24 03:00:00,None,285.99,0.0,0.0,100,Haze,haze,408
2012-10-24 04:00:00,None,285.94,0.0,0.0,100,Thunderstorm,proximity thunderstorm,793
2012-10-24 05:00:00,None,285.97,0.0,0.0,90,Rain,light rain,2643
2012-10-24 05:00:00,None,285.97,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2643
2012-10-24 06:00:00,None,285.73,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,5593
2012-10-24 06:00:00,None,285.73,0.0,0.0,90,Rain,moderate rain,5593
2012-10-24 06:00:00,None,285.73,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5593
2012-10-24 07:00:00,None,285.5,0.0,0.0,90,Mist,mist,5722
2012-10-24 08:00:00,None,285.55,0.0,0.0,90,Mist,mist,5607
2012-10-24 08:00:00,None,285.55,0.0,0.0,90,Rain,light rain,5607
2012-10-24 08:00:00,None,285.55,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5607
2012-10-24 09:00:00,None,285.93,0.0,0.0,90,Mist,mist,5492
2012-10-24 09:00:00,None,285.93,0.0,0.0,90,Rain,moderate rain,5492
2012-10-24 11:00:00,None,286.82,0.0,0.0,90,Fog,fog,4720
2012-10-24 12:00:00,None,288.36,0.0,0.0,90,Haze,haze,4982
2012-10-24 12:00:00,None,288.36,0.0,0.0,90,Fog,fog,4982
2012-10-24 13:00:00,None,289.08,0.0,0.0,90,Mist,mist,5032
2012-10-24 13:00:00,None,289.08,0.0,0.0,90,Fog,fog,5032
2012-10-24 14:00:00,None,289.88,0.0,0.0,90,Haze,haze,5212
2012-10-24 15:00:00,None,290.24,0.0,0.0,90,Haze,haze,5661
2012-10-24 15:00:00,None,290.24,0.0,0.0,90,Rain,moderate rain,5661
2012-10-24 17:00:00,None,289.62,0.0,0.0,90,Mist,mist,5855
2012-10-24 18:00:00,None,289.61,0.0,0.0,90,Mist,mist,4416
2012-10-24 20:00:00,None,288.34,0.0,0.0,75,Mist,mist,2877
2012-10-25 04:00:00,None,285.32,0.0,0.0,90,Fog,fog,809
2012-10-25 07:00:00,None,285.2,0.0,0.0,90,Fog,fog,6036
2012-10-25 14:00:00,None,286.41,0.0,0.0,90,Mist,mist,5450
2012-10-25 14:00:00,None,286.41,0.0,0.0,90,Drizzle,light intensity drizzle,5450
2012-10-25 14:00:00,None,286.41,0.0,0.0,90,Drizzle,drizzle,5450
2012-10-25 15:00:00,None,285.8,0.0,0.0,90,Mist,mist,5888
2012-10-25 15:00:00,None,285.8,0.0,0.0,90,Rain,light rain,5888
2012-10-25 15:00:00,None,285.8,0.0,0.0,90,Drizzle,drizzle,5888
2012-10-25 15:00:00,None,285.8,0.0,0.0,90,Rain,moderate rain,5888
2012-10-25 16:00:00,None,285.29,0.0,0.0,90,Mist,mist,6473
2012-10-25 16:00:00,None,285.29,0.0,0.0,90,Drizzle,light intensity drizzle,6473
2012-10-25 17:00:00,None,284.77,0.0,0.0,90,Mist,mist,6488
2012-10-25 17:00:00,None,284.77,0.0,0.0,90,Rain,light rain,6488
2012-10-25 18:00:00,None,284.29,0.0,0.0,90,Mist,mist,5351
2012-10-25 18:00:00,None,284.29,0.0,0.0,90,Rain,moderate rain,5351
2012-10-25 18:00:00,None,284.29,0.0,0.0,90,Rain,light rain,5351
2012-10-25 19:00:00,None,283.79,0.0,0.0,90,Mist,mist,3500
2012-10-25 19:00:00,None,283.79,0.0,0.0,90,Rain,light rain,3500
2012-10-25 20:00:00,None,283.44,0.0,0.0,90,Mist,mist,2856
2012-10-25 20:00:00,None,283.44,0.0,0.0,90,Drizzle,drizzle,2856
2012-10-25 21:00:00,None,283.22,0.0,0.0,90,Mist,mist,2587
2012-10-25 21:00:00,None,283.22,0.0,0.0,90,Drizzle,light intensity drizzle,2587
